Origin Page,Destination Page,Link Text,Sentence Text,Wikidata Property Label,Direction
Basketball ball,Basketball,basketball,A basketball is a spherical ball used in basketball games,P641,Forwards
Holy Redeemer High School,United States,United States,It is located in WilkesBarre Pennsylvania United States,P17,Forwards
BeNeLux Cup,Basketball,basketball,The BeNeLux Cup was a basketball tournament that was held in 1987–1988,P641,Forwards
Jim Farmer,Small forward,small forward,Farmer a 64 190160lb small forward played for the Mavericks Utah Jazz Seattle SuperSonics Philadelphia 76ers and Denver Nuggets in 5 NBA seasons,P413,Forwards
Port Isabel High School,United States,USA,Port Isabel High School also abbreviated as  PIHS is a 4A public high school located in Port Isabel Texas USA,P17,Forwards
Salih Faraj,Basketball,basketball,Salih Faraj was an Iraqi basketball player,P641,Forwards
Abdel Jabbar Bel Gnaoui,Basketball,basketball,Abdel Jabbar Bel Gnaoui 1 March 1942 8211 November 2016 was a Moroccan basketball player,P641,Forwards
Wellington High School Texas,United States,United States,Wellington High School is a public high school located in the city of Wellington Texas in Collingsworth County United States and classified as a 2A school by the UIL,P17,Forwards
Jacksonville High School Jacksonville Texas,United States,USA,Jacksonville High School is a 5A public high school located in Jacksonville Texas USA,P17,Forwards
Philip Scrubb,Point guard,point guard,He is a 64½ 194 m tall point guardshooting guard,P413,Forwards
Eric Leckner,Basketball,basketball,Eric Charles Leckner born May 27 1966 is a retired American professional basketball player who was selected by the Utah Jazz in the first round 17th overall of the 1988 NBA Draft,P641,Forwards
Mount Paran Christian School,United States,United States,Mount Paran Christian School is a private Christian school located in Kennesaw Georgia United States,P17,Forwards
Stefan Stoykov basketball,Basketball,basketball,Stefan Stoykov Bulgarian Стефан Стойков 28 January 1938 8211 12 April 2013 was a Bulgarian basketball player,P641,Forwards
Crosbyton High School,United States,USA,Crosbyton High School also known as Crosbyton Secondary is a public high school located in Crosbyton Texas USA and classified as a 2A school by the UIL,P17,Forwards
John Jay High School San Antonio,United States,United States,John Jay High School is a public high school in the Northside Independent School District of San Antonio Texas United States which generally serves the northwest portion of the city,P17,Forwards
Woodsboro High School Texas,United States,USA,Woodsboro High School is a public high school located in Woodsboro Texas USA and classified as a 2A school by the UIL,P17,Forwards
Ferdinand Damanik,Center basketball,center,Damanik plays center for JNE Bandung Utama,P413,Forwards
Iliya Mirchev,Basketball,basketball,Iliya Mirchev 1 February 1934 8211 5 August 2007 was a Bulgarian basketball player,P641,Forwards
Gianfranco Bersani,Basketball,basketball,Gianfranco Bersani 2 January 1919 8211 19 December 1965 was an Italian basketball player,P641,Forwards
Sharone Wright,National Basketball Association,NBA,He played four NBA seasons with the 76ers and Toronto Raptors,P118,Forwards
West Texas High School,United States,USA,West Texas High School is a public high school in Stinnett Texas USA,P17,Forwards
Basketball at the 1959 Summer Universiade,Basketball,Basketball,The Basketball competition in the 1959 Summer Universiade was held in Torino Italy,P641,Forwards
2006 FIBA World Championship,Basketball,basketball,The 2006 FIBA World Championship was the 15th FIBA World Championship the international basketball world championship for mens teams,P641,Forwards
Lutheran South Academy,United States,United States,Lutheran South Academy is a private prekindergarten through 12th grade Lutheran school affiliated with the Lutheran Church–Missouri Synod located in Houston Texas United States,P17,Forwards
Rimas Kurtinaitis,Shooting guard,shooting guard,At a height of 196 m 65 tall during his playing career he played at the shooting guard position,P413,Forwards
Philippine Basketball Association,Basketball,basketball,The Philippine Basketball Association PBA is a mens professional basketball league in the Philippines composed of twelve companybranded franchised teams,P641,Forwards
Julius Erving,Basketball,basketball,J is an American former professional basketball player,P641,Forwards
Carlo Cerioni,Basketball,basketball,Carlo Cerioni 11 November 1925 8211 29 December 2009 was an Italian basketball player,P641,Forwards
Kansas Jayhawks mens basketball,Big 12 Conference,Big 12 Conference,The program is classified in the NCAAs Division I and the team competes in the Big 12 Conference,P118,Forwards
Basketball at the 1984 Summer Olympics,United States,United States,It took place at The Forum in Inglewood California United States from July 29 to August 10,P17,Forwards
Stavros Toutziarakis,Center basketball,center,He is 210 m 610 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 tall and he plays at the center position,P413,Forwards
Alexis Falekas,Point guard,point guard,At 190 m 62 mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 in height he played at the point guard position,P413,Forwards
Commonwealth Coast Conference Mens Basketball Tournament,Basketball,basketball,The Commonwealth Coast Conference Mens Basketball Tournament is the annual conference basketball championship tournament for the NCAA Division III Commonwealth Coast Conference,P641,Forwards
Armando Albano,Basketball,basketball,Armando Albano 19 July 1909 8211 12 June 1942 was a Brazilian basketball player,P641,Forwards
Paolo Quinteros,Point guard,point guard,He plays mainly at the shooting guard position but he can also play at the point guard position,P413,Forwards
Luis Marmentini,Basketball,basketball,Luis Enrique Marmentini Gil was a Chilean basketball player,P641,Forwards
Kobe Bryant,National Basketball Association,National Basketball Association,A shooting guard he spent his entire 20year career with the Los Angeles Lakers in the National Basketball Association NBA,P118,Forwards
Simmons Bank Arena,Basketball,basketball,The Arkansas RiverBlades a defunct ice hockey team of the ECHL the Arkansas RimRockers a defunct minor league basketball team of the NBA Development League and the Arkansas Twisters a defunct af2 team also played at the arena,P641,Forwards
Hellenic Basketball Federation,Basketball,basketball,The Hellenic Basketball Federation Greek Ελληνική Ομοσπονδία Καλαθοσφαίρισης abbreviated as ΕΟΚ is the main basketball governing body for the sport in Greece,P641,Forwards
Slovenian Basketball Cup,Basketball,basketball,The Slovenian Basketball Cup is an annual knockout basketball competition between the clubs from Slovenia,P641,Forwards
Petr Samoylenko,Basketball,basketball,Petr Samoylenko born February 7 1977 is a retired Russian professional basketball player,P641,Forwards
Fabricio Oberto,National Basketball Association,National Basketball Association,In 2005 Oberto signed with the San Antonio Spurs a team of the American National Basketball Association NBA and won a championship with the Spurs in 2007,P118,Forwards
2014 Arctic Winter Games,United States,United States,The 2014 Arctic Winter Games took place in Fairbanks Alaska United States from March 15 to 22 2014,P17,Forwards
ULEB,Basketball,basketball,Union of European Leagues of Basketball ULEB French Union des Ligues Européennes de BasketBall is a sports organization within basketball created for growth of professional basketball in Europe,P641,Forwards
1964 Liga Femenina de Baloncesto,Basketball,basketball,The 1964 Liga Femenina de Baloncesto was the 1st edition of the Spanish premier womens basketball championship,P641,Forwards
NECC Mens Basketball Tournament,Basketball,basketball,The NECC Mens Basketball Tournament is the annual conference basketball championship tournament for the NCAA Division III New England Collegiate Conference,P641,Forwards
Zakhar Pashutin,Shooting guard,shooting guard,At a height of 196 m 65 and a weight of 95160kg 210 lbs he played as a shooting guard,P413,Forwards
Saitama city,Saitama Prefecture,Saitama Prefecture,Saitama さいたま市 Saitamashi Japanese160saꜜitama is the capital and the most populous city of Saitama Prefecture Japan,P131,Forwards
Dushawne Simpson,United States,American,Dushawne Simpson is an American soccer coach currently coaching with the NEFC,P27,Forwards
Culture of the United States,United States,United States,The United States is ethnically and racially diverse as a result of largescale immigration throughout its history its hundreds of indigenous tribes and cultures and through AfricanAmerican slavery followed by emancipation,P17,Forwards
Belgrade Trophy,Basketball,basketball,The Belgrade Trophy Serbian Трофеј БеоградаTrofej Beograda is an international basketball competition between national teams which has been held annually since 2012 and takes place in Belgrade Serbia each summer before the big official FIBA tournaments such as the FIBA EuroBasket the FIBA World Cup and the Summer Olympic Games,P641,Forwards
Dime Box High School,United States,USA,Dime Box High School or Dime Box School is a public high school located in Dime Box Texas USA and classified as a 1A school by the UIL,P17,Forwards
Dan Majerle,National Basketball Association,National Basketball Association,He played 14 years in the National Basketball Association NBA with the Phoenix Suns Miami Heat and Cleveland Cavaliers,P118,Forwards
Bilbao Arena,Basketball,basketball,The central hall can hold up to 10014 people for basketball games,P641,Forwards
2010 in sports,2011 in sports,2011,2011,P155,Backwards
Yee Tit Kwan,Basketball,basketball,Yee Tit Kwan is a Singaporean basketball player,P641,Forwards
Palasport Mens Sana,Basketball,basketball,Opened in 1976 it is currently home to the Mens Sana Basket professional basketball team,P641,Forwards
Anne Hurley,Basketball,basketball,Anne Hurley born 22 March 1951 is a Canadian basketball player,P641,Forwards
1963 in sports,1962 in sports,1962,1960160196116019621601963160196416019651601966,P156,Backwards
Kwun Eunjeong,Basketball,basketball,Kwun Eunjeong born 18 August 1974 is a South Korean basketball player,P641,Forwards
Michael Takahashi,Basketball,basketball,Michael Takahashi 高橋 マイケル Takahashi Michael formerly Michael Dorsey born September 5 1974 sometimes called Maikeru Takahashi is a Japaneseborn American professional basketball player who was considered in the mid1990s to early 2000s one of the best players in Asia a prolific scorer and rebounder dominating the opposition through his athleticism and technique,P641,Forwards
Edmond Leclerc,Basketball,basketball,Edmond Leclere 25 January 1912 8211 24 March 1986 was a French basketball player,P641,Forwards
Whitko High School,Indiana,Indiana,High School is a public high school located in South Whitley Indiana,P131,Forwards
Omar Quintero,Point guard,point guard,He is a 60 tall and 185160lb point guard who currently plays for Gigantes de Guayana in the Venezuelan League,P413,Forwards
Jorge Maya,Basketball,basketball,Jorge Maya born 5 May 1944 is a Uruguayan basketball player,P641,Forwards
Chuck Person,National Basketball Association,National Basketball Association,Person played 14 seasons in the National Basketball Association NBA and was the 1987 NBA Rookie of the Year,P118,Forwards
Alberto Angulo,Shooting guard,shooting guard,He played as a shooting guard,P413,Forwards
Ary Chandra,Basketball,basketball,Ary Chandra born November 10 1984 is a retired Indonesian professional basketball player,P641,Forwards
Sporting Sports Arena,Greece,Greek,The arena is currently home to the Greek professional basketball team AO Sporting,P17,Forwards
Anthony Taylor basketball,Basketball,basketball,Anthony Paul Taylor born November 30 1965 is an American former professional basketball player who was selected by the Atlanta Hawks in the 2nd round 44th overall of the 1988 NBA Draft,P641,Forwards
Gintaras Krapikas,Lithuania,Lithuania,Representing 160Lithuania,P27,Forwards
Penn Hills High School,Penn Hills School District,Penn Hills School District,It is the sole high school operated by the Penn Hills School District,P5353,Forwards
Wang YuTseng,1936 Summer Olympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Manvel High School,United States,USA,Manvel High School is a public high school located along Texas State Highway 6 in the city of Manvel Texas USA,P17,Forwards
Deb Patterson,Basketball,basketball,Patterson is the former womens basketball program head coach at Kansas State,P641,Forwards
CCAA Womens Basketball Tournament,Basketball,basketball,The California Collegiate Athletic Association Womens Basketball Tournament is the annual conference womens basketball championship tournament for the California Collegiate Athletic Association,P641,Forwards
Sayed Tewfik ElSayed,Basketball,basketball,Sayed Tewfik ElSayed born 30 August 1942 is an Egyptian basketball player,P641,Forwards
Luis Santillana,Basketball,basketball,Luis Miguel Santillana Fraile born 13 August 1951 is a Spanish basketball player,P641,Forwards
Westbrook High School Texas,United States,USA,Westbrook High School or Westbrook School is a 1A public high school located in Westbrook Texas USA,P17,Forwards
John Stockton,Basketball,basketball,John Houston Stockton born March 26 1962 is an American retired professional basketball player,P641,Forwards
Wang Zhidan,Basketball,basketball,Wang Zhidan born 19 December 1970 is a Chinese basketball player,P641,Forwards
Basketball at the 2003 Southeast Asian Games,Basketball,Basketball,Basketball at the 2003 Southeast Asian Games was held from 7 to 13 December 2003 in Army Sports Gymnasium Ho Chi Minh City Vietnam,P641,Forwards
1985 in sports,1986 in sports,1986,1982160198316019841601985160198616019871601988,P155,Backwards
Nev Munro,Basketball,basketball,Nev Munro 22 July 1927 8211 31 August 2003 was a Canadian basketball player,P641,Forwards
Central Atlantic Collegiate Conference Mens Basketball Tournament,Basketball,basketball,The Central Atlantic Collegiate Conference Mens Basketball Tournament is the annual conference basketball championship tournament for the Central Atlantic Collegiate Conference,P641,Forwards
Klaus Weinand,Basketball,basketball,Klaus Weinand born 14 December 1940 is a former German basketball player,P641,Forwards
Roger Mason Jr,National Basketball Association,National Basketball Association,Roger Philip Mason Jr born September 10 1980 is an American retired professional basketball player who last played for the Miami Heat of the National Basketball Association NBA,P118,Forwards
Henri Baumann,Basketball,basketball,Henri Baumann born 15 August 1927 date of death unknown was a Swiss basketball player,P641,Forwards
Vicente Ramos Cecilio,Point guard,point guard,At a height of 180 m 511 tall and a weight of 79 kg 175 lbs he played at the point guard position,P413,Forwards
Tennessee,United States,United States,statestate in the Southeastern region of the United States,P131,Forwards
Lytle High School,United States,USA,Lytle High School is a public high school located in Lytle Texas USA and classified as a 3A school by the UIL,P17,Forwards
Swiss Basketball,Switzerland,Switzerland,Swiss Basketball is the governing sports body of the toptier level professional basketball leagues in Switzerland,P17,Forwards
Kiyohide Kuwata,Basketball,basketball,Kiyohide Kuwata 桑田 健秀 Kuwata Kiyohide born 3 January 1953 is a Japanese basketball player,P641,Forwards
Efthimios Rentzias,Basketball,basketball,Efthimios Efthimis Rentzias alternate spellings Efthymios Efthymis Greek Ευθύμιος Ευθύμης Ρεντζιάς born January 11 1976 is a retired Greek professional basketball player,P641,Forwards
Discovery Womens Basketball Invitational,Basketball,basketball,The Discovery Womens Basketball Invitational is an international basketball tournament in the Philippines,P641,Forwards
Fernando Romay,Basketball,basketball,Fernando Manuel Romay Pereiro born 23 September 1959 in A Coruña is a retired professional basketball player from Spain who represented his native country in two consecutive Summer Olympic Games starting in 1980,P641,Forwards
Denis Marconato,Center basketball,center,At a height of 211 m 611 tall he played at the center position,P413,Forwards
Omer Abdelqader,Basketball,basketball,Omer Abdelqader born October 1 1983 in Doha Qatar is a professional basketball player,P641,Forwards
Liga I mens basketball,Romania,Romania,The Liga I was the second level of professional basketball in Romania,P17,Forwards
FIBA Asia Under16 Championship,Basketball,basketball,The FIBA Under16 Asian Championship is an under16 basketball championship in the International Basketball Federations FIBA Asia zone,P641,Forwards
Anna Arkhipova,Basketball,basketball,Anna Valeryevna Arkhipova Russian Анна Валерьевна Архипова born 27 July 1973 in Stavropol is a Russian basketball player who competed for the Russian National Team at the 2004 Summer Olympics winning the bronze medal,P641,Forwards
Mansour Diagne,Basketball,basketball,Mansour Diagne born 21 January 1933 is a Senegalese basketball player,P641,Forwards
Stefania Stanzani,Basketball,basketball,Stefania Stanzani born 24 March 1968 is an Italian basketball player,P641,Forwards
Khaled Mohammed Bekhit,Basketball,basketball,Khaled Mohammed Bekhit born 15 November 1961 is an Egyptian basketball player,P641,Forwards
Viktor Berezhniy,Basketball,basketball,Viktor Berezhniy born 20 February 1961 is a Ukrainian former basketball player,P641,Forwards
Basketball Champions League Americas,Basketball,basketball,The Basketball Champions League Americas BCLA Spanish Baloncesto Liga Campeones de las Américas Portuguese Liga dos Campeões de Basquetebol das Américas is PanAmericas premier mens basketball league,P641,Forwards
Claudio Coldebella,Italy,Italian,Claudio Coldebella born 25 June 1968 is an Italian former professional basketball player,P27,Forwards
Park Han,Basketball,basketball,Park Han born 15 December 1945 is a South Korean basketball player,P641,Forwards
Ironwood High School,Arizona,Arizona,Ironwood High School is a public secondary school located in Glendale Arizona United States part of the Peoria Unified School District,P131,Forwards
Claudio Coldebella,Basketball,basketball,Claudio Coldebella born 25 June 1968 is an Italian former professional basketball player,P641,Forwards
Todd MacCulloch,National Basketball Association,National Basketball Association,Todd Carlyle MacCulloch born January 27 1976 is a Canadian retired professional basketball player who played 4 seasons in the National Basketball Association NBA,P118,Forwards
Yutaka Fujimoto,Basketball,basketball,Yutaka Fujimoto 藤本 裕 Fujimoto Yutaka 21 December 1950 8211 31 October 2001 was a Japanese basketball player,P641,Forwards
Franklin County High School Kentucky,Kentucky,Kentucky,Franklin County High School is the largest of three public high schools in Frankfort Kentucky and is one of two high schools operated by Franklin County Public Schools,P131,Forwards
Vinko Jelovac,Basketball,basketball,Vinko Jelovac alternate spelling Vinto Jelovac born 18 November 1948 in Pazin SR Croatia Yugoslavia is a former SlovenianCroatian professional basketball player and coach,P641,Forwards
Dimitris Tofalos Arena,Patras,Patras,Dimitris Tofalos Arena alternate spelling Dimitrios Tofalos Arena is an indoor sports arena that is located in Proastio Patras Greece,P131,Forwards
Dave Pasiak,Basketball,Basketball,David Pasiak is currently the Head Mens Basketball Coach and Sports Information Director at Northern Vermont UniversityLyndon,P641,Forwards
Vassilis Christidis,Center basketball,center,He is a 208 m 610 tall power forwardcenter,P413,Forwards
Georgios Bogris,Basketball,basketball,Georgios Bogris alternate spelling Giorgos Greek pronunciation160ˈʝorɣos ˈboɣris Greek Γιώργος Μπόγρης born 19 February 1989 is a Greek professional basketball player for Iberostar Tenerife of the Liga ACB,P641,Forwards
Basketball at the 1936 Summer Olympics,Berlin,Berlin, The tournament was played between 7 August and 14 August 1936 in Berlin Germany,P131,Forwards
Chania Kladissos Indoor Hall,Basketball,basketball,The arena is mainly used to host basketball volleyball and handball games,P641,Forwards
1953 in sports,1954 in sports,1954,1950160195116019521601953160195416019551601956,P156,Forwards
Sports in the United States,American football,American football,American football is the most popular spectator sport to watch in the United States followed by baseball basketball ice hockey and soccer which make up the 5 major sports,P641,Forwards
Elgin High School Texas,United States,USA,Elgin High School is a public high school located in Elgin Texas USA and classified as a 5A school by the UIL,P17,Forwards
Taylor Ortlepp,Basketball,basketball,Taylor Jae Ortlepp born 22 June 1997 is an Australian professional basketball player,P641,Forwards
Ovidijus Varanauskas,Lithuania,Lithuanian,Ovidijus Varanauskas born February 23 1991 is a professional Lithuanian basketball player for Limoges CSP of the LNB Pro A,P27,Forwards
Rodney Rogers,National Basketball Association,National Basketball Association,Rodney Ray Rogers born June 20 1971 is an American former professional basketball player who played for several teams in the National Basketball Association NBA,P118,Forwards
Baiano basketball,Basketball,basketball,Aluízio Freire Ramos Accioly Neto 27 September 1912 8211 17 July 1956 commonly known as Baiano was a Brazilian basketball player,P641,Forwards
Jalil Hashim,Basketball,basketball,Jalil Hashim was an Iraqi basketball player,P641,Forwards
Modesto High School,California,California,Modesto High School is a public high school in Modesto California United States,P131,Forwards
Queen City High School,United States,USA,Queen City High School is a public high school located in the city of Queen City Texas USA,P17,Forwards
2018 NBA Summer League,Basketball,basketball,The 2018 NBA Summer League consisted of three pro basketball leagues organized by the National Basketball Association NBA the Sacramento Kingss California Classic Summer League Utah Jazz Summer League and Las Vegas Summer League,P641,Forwards
Los Fresnos High School,United States,USA,Los Fresnos High School also abbreviated as  LFHS is a public high school located in Los Fresnos Texas USA,P17,Forwards
Fanis Koumpouras,Basketball,basketball,Theophanis Fanis Koumpouras Greek Θεοφάνης Φάνης Κουμπούρας born December 8 1983 is a Greek professional basketball player,P641,Forwards
West Coast Pro Basketball League,United States,American,The West Coast Professional Basketball League often abbreviated to the WCBL was an American professional mens spring basketball minor league featuring teams from the West Coast of the United States,P17,Forwards
Tony Hinkle,American football,American football,Paul D Tony Hinkle December 19 1899 – September 22 1992 was an American football basketball and baseball player coach and college athletic administrator,P641,Forwards
United States,Culture of the United States,cultural,Making up more than a third of global military spending it is the foremost military power in the world and is a leading political cultural and scientific force internationally,P17,Backwards
Brookhaven High School Columbus Ohio,United States,United States,Brookhaven High School was a public high school located on the northeast side of Columbus Ohio United States,P17,Forwards
Westmont Hilltop High School,Westmont Hilltop School District,Westmont Hilltop School District,It is the sole high school operated by the Westmont Hilltop School District,P5353,Forwards
Long Island,New York state,New York,state of New York in the northeastern United States,P131,Forwards
Antonello Riva,Shooting guard,shooting guard,At 196 m 65 he played at the shooting guard and small forward positions,P413,Forwards
2016 NBA Summer League,Basketball,basketball,The 2016 NBA Summer League consisted of three pro basketball leagues organized by the National Basketball Association NBA the Orlando Pro Summer League Utah Jazz Summer League and Las Vegas Summer League,P641,Forwards
ThunderRidge High School,Colorado,Colorado,ThunderRidge High School TRHS is a public high school serving the ninth through twelfth grade in Highlands Ranch Colorado,P131,Forwards
Shin Dongpa,Shooting guard,shooting guard,Shin played primarily as a shooting guard during his playing career,P413,Forwards
Basketball,Basketball Champions League Americas,Basketball Champions League Americas,Outside North America the top clubs from national leagues qualify to continental championships such as the EuroLeague and the Basketball Champions League Americas,P641,Backwards
NBA G League,Basketball,basketball,The NBA G League or simply the G League is the National Basketball Associations NBA official minor league basketball organization,P641,Forwards
Joanne Sargent,Basketball,basketball,Joanne Sargent born 29 October 1948 is a Canadian basketball player,P641,Forwards
Pierre Carlier,Basketball,basketball,Pierre Carlier born 3 December 1915 was a Swiss basketball player,P641,Forwards
Huntsville High School Alabama,United States,United States,Huntsville High School is a public high school in Huntsville Alabama United States,P17,Forwards
1966 FIBA Intercontinental Cup,Basketball,basketball,The 1966 FIBA Intercontinental Cup was the 1st official edition of the FIBA Intercontinental Cup for mens basketball clubs,P641,Forwards
New Orleans,United States,United States,Serving as a major port New Orleans is considered an economic and commercial hub for the broader Gulf Coast region of the United States,P17,Forwards
Curtis Staples,Basketball,basketball,Curtis Staples born July 14 1976 is a former American basketball player who played from 1994 to 1998 for the University of Virginia,P641,Forwards
Waskom High School,United States,USA,Waskom High School is a public high school located in Waskom Texas USA,P17,Forwards
Riverdale Country School,New York state,New York,It is located on two campuses covering more than 27 acres 110000160m2 in the Riverdale section of the Bronx New York United States,P131,Forwards
Mikheil Korkia,Soviet Union,Soviet,Mikheil Korkia Georgian58 მიხეილ ქორქია 10 September 1948 – 7 February 2004 was a Soviet basketball player who won gold with the Soviet basketball team in Basketball at the 1972 Summer Olympics,P27,Forwards
Yovel Zoosman,Shooting guard,shooting guard,Standing at 6160ft 7160in 201160m he plays at the shooting guard and the small forward positions,P413,Forwards
Jan Smithwick,Basketball,basketball,Janice Jan Smithwick born 6 August 1952 is a retired Australian womens basketball player,P641,Forwards
Panther Valley High School,Panther Valley School District,Panther Valley School District,It is the only high school for the Panther Valley School District,P5353,Forwards
Stevnsgade Basketball,Basketball,basketball team,Stevnsgade Basketball also known as Stevnsgade Stevnsgade Supermen Supermen and SBBK is a Danish basketball team located in Nørrebro Copenhagen,P641,Forwards
Gustave Vereecken,Basketball,basketball,Gustave Vereecken born 7 August 1913 is a former Belgian basketball player,P641,Forwards
Laura Coenen,1992 Summer Olympics,1992 Summer Olympics,Laura Coenen born October 16 1962 is an American former basketball and handball player who competed in the latter sport in the 1988 Summer Olympics in the 1992 Summer Olympics and in the 1996 Summer Olympics,P1344,Forwards
Professional Basketball League of America,United States,United States,The Professional Basketball League of America 194782111948 was a basketball league in the United States that was started in 1947 in response to the tremendous upsurge in interest in basketball in the era immediately following World War II,P17,Forwards
1998 XXXIV FIBA International Christmas Tournament,Spain,Spain,It took place at Raimundo Saporta Pavilion Madrid Spain on 24 and 25 December 1998 with the participations of Real Madrid Teka CSKA Moscow champions of the 1997–98 Super League A Partizan and Union Olimpija runnersup of the 1997–98 1,P17,Forwards
Dimitrios Karadolamis,Greece,Greek,Dimitrios Karadolamis alternate spelling Dimitris Greek Δημήτρης Καραδολάμης born August 15 1987 is a Greek professional basketball player,P27,Forwards
Burnet High School Texas,United States,USA,Burnet High School is a public high school located in Burnet Texas USA and classified as a 4A school by the UIL,P17,Forwards
Mimis Stefanidis,Basketball,basketball,Dimitrios Mimis Stefanidis Greek Δημήτριος Μίμης Στεφανίδης born 1931 in Athens is a former international professional basketball player and basketball coach from Greece,P641,Forwards
Basketball at the 1979 Summer Universiade,Basketball,Basketball,The Basketball competitions in the 1979 Summer Universiade were held in Mexico City Mexico,P641,Forwards
Southern Columbia Area High School,Southern Columbia Area School District,Southern Columbia Area School District,It is the sole high school operated by Southern Columbia Area School District,P5353,Forwards
Marcelo Nicola,Power forward basketball,power forward,A very versatile power forward he was a regular member of the Argentine national basketball team and competed many years in the EuroLeague,P413,Forwards
Jennifer Gillom,Basketball,basketball,Jennifer Grandmama Gillom born June 13 1964 is an American former Womens National Basketball Association WNBA basketball player who played for the Phoenix Mercury from 1997 to 2002 before finishing her playing career with the Los Angeles Sparks in 2003,P641,Forwards
Lew Beck basketball,Basketball,basketball,Lewis William Beck Jr April 19 1922 – April 3 1970 was an AllAmerican college basketball player who was captain of the United States Olympic basketball team that won the Gold medal at the 1948 Summer Olympics,P641,Forwards
Latvia,Riga,Riga,    Anthem160Dievs svētī LatvijuGod Bless LatviaLocation of160Latvia160dark green–160in Europe160green amp160dark grey–160in the European Union160green160 –160 91Legend93Capitaland largest cityRiga56°57′N 24°6′Exfeff  xfeff56950°N 24100°Exfeff  56950 24100Official160languagesLatvianaEthnic160groups  2019625 Latvians247 Russians32 Belarusians22 Ukrainians19 Poles11 Lithuanians02 Roma02 Jews36 Others16032UnspecifiedReligion 800 Christianity—343 Lutheranism—251 Catholicism—169 Orthodoxy—37 Other Christian183 No religion17 OthersDemonymsLatvianGovernmentUnitary parliamentary constitutional republic•160President Egils Levits•160Prime Minister Krišjānis Kariņš•160Speaker of the Saeima Ināra Mūrniece,P17,Backwards
Ralph Klein basketball,Basketball,basketball,Ralph Klein also known as Rafael Ralph Ram Hebrew רלף קליין8206 July 29 1931 – August 7 2008 was an Israeli professional basketball player and coach,P641,Forwards
Carl English,NBA G League,NBA DLeague,After going undrafted in the 2003 NBA draft English began his professional career in the NBA DLeague,P118,Forwards
1965 in sports,1966 in sports,1966,1962160196316019641601965160196616019671601968,P155,Backwards
Pierre Van Basselaere,Basketball,basketball,Pierre Van Basselaere born 26 June 1915 is a former Belgian basketball player,P641,Forwards
Nikos Oikonomou,Power forward basketball,power forward,As a basketball player he was a 208 m 6160ft 10 in tall power forward and fourtime FIBA EuroStar selection,P413,Forwards
Krystian Czernichowski,Basketball,basketball,Krystian Czernichowski 6 February 1930 8211 13 November 2014 was a Polish basketball player,P641,Forwards
Ivanofeio Sports Arena,Greece,Greece,Ivanofeio Sports Arena Greek Ιβανώφειο Κλειστό Γυμναστήριο Greek pronunciation160ivanofio klisto ɣimnastiɾio is an indoor sports arena that is located in Thessaloniki Greece,P17,Forwards
Larry Bird,1992 Summer Olympics,1992 Barcelona,1992 Barcelona ,P1344,Forwards
Fayetteville High School Texas,United States,USA,Fayetteville High School is a public high school located in Fayetteville Texas USA,P17,Forwards
Dino Meneghin,Italy,Italy,A 206 m 6160ft 9 in tall center Meneghin was born in Alano di Piave Veneto northeast Italy,P27,Forwards
Karel Kuhn,1936 Summer Olympics,1936 Summer Olympics,He competed in the mens tournament at the 1936 Summer Olympics,P1344,Forwards
Dwight Howard,Basketball,basketball,Dwight David Howard II born December 8 1985 is an American professional basketball player for the Philadelphia 76ers of the National Basketball Association NBA,P641,Forwards
Juan Antonio Morales,Basketball,basketball,Juan Antonio Morales born April 18 1969 is a retired Spanish professional basketball player,P641,Forwards
Al Mouttahed Tripoli,Basketball,basketball,Al Muttahed Arabic المتحد طرابلس8206 also known by its name United Club Tripoli is a Lebanese sports club most known for its basketball program playing in top division for men and women,P641,Forwards
Peristeri Indoor Hall Andreas Papandreou,Greece,Greece,Peristeri Indoor Hall Andreas Papandreou or Peristeri Arena is an indoor sporting arena that is located in Peristeri a western borough of Athens Greece,P17,Forwards
Dimitris Kokolakis,Center basketball,center,mwparseroutput fracwhitespacenowrapmwparseroutput frac nummwparseroutput frac denfontsize80lineheight0verticalalignsupermwparseroutput frac denverticalalignsubmwparseroutput sronlyborder0cliprect0000height1pxmargin1pxoverflowhiddenpadding0positionabsolutewidth1px382604 in he played at the center position,P413,Forwards
Lee Kyusup,South Korea,South Korean,Lee KyuSup born November 13 1977 is a former South Korean professional basketball player,P27,Forwards
Saeid Marouf,Iran,Iranian,Mir Saeid Marouf Lakerani Persian میرسعید معروف لاكرانی8206 born 23 September 1985 in Urmia is an Iranian volleyball setter,P27,Forwards
Brian Skinner,Center basketball,center,A 69 255160lb forwardcenter from Baylor University Skinner was selected by the Los Angeles Clippers in the first round 22nd overall of the 1998 NBA Draft,P413,Forwards
Marion Laborde,Basketball,basketball,Marion Laborde born 9 December 1986 Dax is a French professional basketball player,P641,Forwards
